time_min,day,hour,solar_gen_kw,load_kw,battery_soc_kwh,grid_import_kw,grid_export_kw,cost_cents,cloud_cover
14580,10,3.0,0.0,0.5862228439376931,0.675,0.5862228439376931,0.0,0.4396671329532698,0.5207671817064363
14640,10,4.0,0.0,0.5635200782267228,0.675,0.5635200782267228,0.0,0.42264005867004206,0.06359916370558068
14700,10,5.0,0.0,0.7253386876228413,0.675,0.7253386876228413,0.0,0.544004015717131,0.37213988656092933
14760,10,6.0,0.0,0.5579906873651337,0.675,0.5579906873651337,0.0,0.41849301552385026,0.6017859906551084
14820,10,7.0,0.7165407557155411,0.5631377710865927,0.8205308493885831,0.0,0.0,0.0,0.446299822772538
14880,10,8.0,0.4346648822705012,0.7640261890452712,0.675,0.1912986206087164,0.0,0.14347396545653732,0.8261340470917995
14940,10,9.0,0.4321474120137145,0.5328202547561143,0.675,0.10067284274239979,0.0,0.07550463205679984,0.8777702537971542
15000,10,10.0,4.0,0.7193717711898154,3.7872772077852614,0.0,0.0,0.0,0.017303421704424272
15060,10,11.0,1.068910636875464,0.5275296017278924,4.300876353711061,0.0,0.0,0.0,0.7786764557311721
15120,10,12.0,0.10293714905846019,0.5417695928480749,3.8383063425267294,0.0,0.0,0.0,0.979412570188308
15180,10,13.0,0.4043013505820981,0.6860571655491062,3.5413096360958276,0.0,0.0,0.0,0.9162872884069455
15240,10,14.0,1.713487576158308,0.7352555385010929,4.469342031839148,0.0,0.0,0.0,0.6042869946607686
15300,10,15.0,1.8405594400414564,0.6424329838902256,5.605984589742272,0.0,0.0,0.0,0.47941117550790857
15360,10,16.0,0.24377078938312413,0.752025895925543,5.0702366667137415,0.0,0.0,0.0,0.9024916842467504
15420,10,17.0,0.4927658290503595,0.6846910471580572,4.8679297234987695,0.0,0.0,0.0,0.6192198075260114
15480,10,18.0,1.8511767654795132e-16,3.302241390754094,1.3870616640104259,0.0,0.0,0.0,0.6976798915788006
15540,10,19.0,0.0,2.4081794487216364,0.675,1.7326584408928887,0.0,1.2994938306696664,0.3332887362311084
15600,10,20.0,0.0,1.4730916421907825,0.675,1.4730916421907825,0.0,1.1048187316430869,0.7557516751793304
15660,10,21.0,0.0,1.0748522370005542,0.675,1.0748522370005542,0.0,0.8061391777504157,0.6906823027794716
15720,10,22.0,0.0,0.7314472589540295,0.675,0.7314472589540295,0.0,0.5485854442155221,0.9858509148087302
15780,10,23.0,0.0,0.5425271058692875,0.675,0.5425271058692875,0.0,0.40689532940196566,0.8445833792205475
15840,11,0.0,0.0,0.7418105412040776,0.675,0.7418105412040776,0.0,0.5563579059030582,0.989683113002628
15900,11,1.0,0.0,0.7471718352565733,0.675,0.7471718352565733,0.0,0.56037887644243,0.6210373765854085
15960,11,2.0,0.0,0.5533022721844952,0.675,0.5533022721844952,0.0,0.4149767041383714,0.7662688477978016
16020,11,3.0,0.0,0.7762474334905459,0.675,0.7762474334905459,0.0,0.5821855751179095,0.92478626317315
16080,11,4.0,0.0,0.6808628695188127,0.675,0.6808628695188127,0.0,0.5106471521391095,0.7387449567784743
16140,11,5.0,0.0,0.6169991700500226,0.675,0.6169991700500226,0.0,0.46274937753751694,0.5677251451979537
16200,11,6.0,0.0,0.6696078068445753,0.675,0.6696078068445753,0.0,0.5022058551334315,0.9503658606281682
16260,11,7.0,0.5148652824144266,0.5080442814648006,0.6814709696768969,0.0,0.0,0.0,0.6021426613250324
16320,11,8.0,0.7630720004664786,0.6555637213060574,0.7834622785185406,0.0,0.0,0.0,0.6947711998134085
16380,11,9.0,1.417714705598791,0.6380099488795523,1.5231551586286214,0.0,0.0,0.0,0.5990097271532819
16440,11,10.0,1.6770309878567893,0.7556965840763007,2.397209719414499,0.0,0.0,0.0,0.6127062830886154
16500,11,11.0,0.6634319504676174,0.767797013338105,2.287199283808695,0.0,0.0,0.0,0.8626329408715747
16560,11,12.0,0.20601958703707957,0.7125994780561218,1.7532171929886786,0.0,0.0,0.0,0.9587960825925841
16620,11,13.0,2.2193002148822814,0.5695536911269738,3.318304166092234,0.0,0.0,0.0,0.5404822700706791
16680,11,14.0,1.3280034245000947,0.5466759304164245,4.0595365100370735,0.0,0.0,0.0,0.6933107461520502
16740,11,15.0,1.811465382682338,0.5232687893963572,5.281627102693054,0.0,0.0,0.0,0.4876402176082538
16800,11,16.0,2.2776262096480644,0.6015103982873071,6.87173017852939,0.0,0.0,0.0,0.0889495161407748
16860,11,17.0,0.9540787163285442,0.5317880274049913,7.272350302033409,0.0,0.0,0.0,0.26274458206843054
16920,11,18.0,4.865819287083866e-18,1.8490844314885646,5.323244172212931,0.0,0.0,0.0,0.9920535140573239
16980,11,19.0,0.0,3.257198926852837,1.8898550385092157,0.0,0.0,0.0,0.3476477279047631
17040,11,20.0,0.0,1.3497022181302458,0.675,0.19718953354403923,0.0,0.14789215015802942,0.8235552545276884
17100,11,21.0,0.0,0.6927303314479817,0.675,0.6927303314479817,0.0,0.5195477485859863,0.20617423982094243
17160,11,22.0,0.0,0.5128848971969234,0.675,0.5128848971969234,0.0,0.38466367289769254,0.9107013275428287
17220,11,23.0,0.0,0.580218172799816,0.675,0.580218172799816,0.0,0.435163629599862,0.9996890445758767
17280,12,0.0,0.0,0.5979319121825692,0.675,0.5979319121825692,0.0,0.44844893413692694,0.8313785471419869
17340,12,1.0,0.0,0.6754411379545933,0.675,0.6754411379545933,0.0,0.506580853465945,0.9077891421269108
17400,12,2.0,0.0,0.6215582382447551,0.675,0.6215582382447551,0.0,0.4661686786835663,0.06748137901938459
17460,12,3.0,0.0,0.7204701547480233,0.675,0.7204701547480233,0.0,0.5403526160610175,0.9404160199509912
17520,12,4.0,0.0,0.747757318292116,0.675,0.747757318292116,0.0,0.560817988719087,0.511977051516837
17580,12,5.0,0.0,0.5279003485937804,0.675,0.5279003485937804,0.0,0.39592526144533535,0.9275814977432625
17640,12,6.0,0.0,0.5737492850739506,0.675,0.5737492850739506,0.0,0.430311963805463,0.9578895978209376
17700,12,7.0,0.620762239089956,0.534483806466053,0.7568509080122734,0.0,0.0,0.0,0.5203117770223856
17760,12,8.0,0.10983711436124198,0.7111110516443977,0.675,0.523623347921643,0.0,0.39271751094123225,0.9560651542555032
17820,12,9.0,1.381678595569395,0.5184886469401456,1.4938938873096501,0.0,0.0,0.0,0.6092022782610301
17880,12,10.0,1.6025597117867556,0.6042439595076204,2.4409793676776,0.0,0.0,0.0,0.629904687602987
17940,12,11.0,0.7617388169769128,0.6603901771065307,2.537127129602768,0.0,0.0,0.0,0.8422779894180092
18000,12,12.0,0.06784545598675362,0.6085243910641994,1.9672014903630892,0.0,0.0,0.0,0.9864309088026493
18060,12,13.0,0.8676312736157303,0.6101556092809074,2.211464352771996,0.0,0.0,0.0,0.8203524018093542
18120,12,14.0,1.573930260421745,0.565760557765142,3.1678981112828684,0.0,0.0,0.0,0.6365163761839231
18180,12,15.0,0.713516389238012,0.7564090706281917,3.122685255234573,0.0,0.0,0.0,0.7981870890728247
18240,12,16.0,0.5576398265934839,0.757594880797025,2.911914121586035,0.0,0.0,0.0,0.7769440693626066
18300,12,17.0,0.4499001104101507,0.784996571848821,2.5586914369163742,0.0,0.0,0.0,0.652343891283626
18360,12,18.0,7.367048576741522e-17,3.1601330755570767,0.675,1.3731064706737395,0.0,1.0298298530053045,0.8796869663666169
18420,12,19.0,0.0,1.8590646288662986,0.675,1.8590646288662986,0.0,1.394298471649724,0.8230354224829333
18480,12,20.0,0.0,0.7712100047223307,0.675,0.7712100047223307,0.0,0.578407503541748,0.9116697222853533
18540,12,21.0,0.0,2.794509217847811,0.675,2.794509217847811,0.0,2.0958819133858584,0.651419213627029
18600,12,22.0,0.0,0.6156982378831596,0.675,0.6156982378831596,0.0,0.4617736784123697,0.6746101349405349
18660,12,23.0,0.0,0.5774268905989973,0.675,0.5774268905989973,0.0,0.433070167949248,0.8044813349081803
18720,13,0.0,0.0,0.564822351309253,0.675,0.564822351309253,0.0,0.4236167634819397,0.9728741418787769
18780,13,1.0,0.0,0.5905314070695814,0.675,0.5905314070695814,0.0,0.442898555302186,0.30870319348102815
18840,13,2.0,0.0,0.7696012651629959,0.675,0.7696012651629959,0.0,0.5772009488722469,0.634381351452753
18900,13,3.0,0.0,0.6568305528724676,0.675,0.6568305528724676,0.0,0.4926229146543507,0.883667755656859
18960,13,4.0,0.0,0.6489689514966149,0.675,0.6489689514966149,0.0,0.4867267136224612,0.3528104106896123
19020,13,5.0,0.0,0.5026778114536097,0.675,0.5026778114536097,0.0,0.37700835859020726,0.8117320049029709
19080,13,6.0,0.0,0.79193751193751,0.675,0.79193751193751,0.0,0.5939531339531325,0.8379319677035232
19140,13,7.0,0.23192510910540026,0.7402762750704364,0.675,0.5083511659650362,0.0,0.3812633744737771,0.8207820378801471
19200,13,8.0,1.3391567310312493,0.6106787294715762,1.366094913076878,0.0,0.0,0.0,0.4643373075875002
19260,13,9.0,0.39102549590187824,0.6531162964071101,1.0898269519524306,0.0,0.0,0.0,0.8894012880923797
19320,13,10.0,1.383900004426955,0.7881680146785828,1.6549879407411112,0.0,0.0,0.0,0.6804019839650293
19380,13,11.0,0.6989348779523122,0.654752986367386,1.6969025633640094,0.0,0.0,0.0,0.8552818738396285
19440,13,12.0,1.785342876023135,0.52231405165954,2.8951169139941277,0.0,0.0,0.0,0.642931424795373
19500,13,13.0,2.5232463344582228,0.5995741808485744,4.720072557048463,0.0,0.0,0.0,0.4775486345256697
19560,13,14.0,1.2203753537642315,0.6332786019484452,5.277041439835807,0.0,0.0,0.0,0.7181663843967345
19620,13,15.0,0.5149335129928732,0.6532125708879711,5.131282514618874,0.0,0.0,0.0,0.8543548084410113
19680,13,16.0,0.9227312681330664,0.5691744111818569,5.466695999719722,0.0,0.0,0.0,0.6309074927467737
19740,13,17.0,0.09821020649390433,0.6673819528611905,4.866736300274291,0.0,0.0,0.0,0.9241089801138844
19800,13,18.0,1.0446838123015858e-16,2.938153882311211,1.7696501722177125,0.0,0.0,0.0,0.8293901861289418
19860,13,19.0,0.0,3.0999232443591063,0.675,2.061446908768044,0.0,1.546085181576033,0.03365824241048012
19920,13,20.0,0.0,0.6640062609007824,0.675,0.6640062609007824,0.0,0.4980046956755868,0.7214263463717053
19980,13,21.0,0.0,3.395594556777304,0.675,3.395594556777304,0.0,2.5466959175829778,0.8147640999571721
20040,13,22.0,0.0,0.686993925860741,0.675,0.686993925860741,0.0,0.5152454443955558,0.8077885664362349
20100,13,23.0,0.0,0.6024110012993056,0.675,0.6024110012993056,0.0,0.4518082509744792,0.9360909735228918
20160,14,0.0,0.0,0.5182904069830002,0.675,0.5182904069830002,0.0,0.3887178052372502,0.4353792114140419
20220,14,1.0,0.0,0.6863657635059441,0.675,0.6863657635059441,0.0,0.5147743226294581,0.8077532290120794
20280,14,2.0,0.0,0.6597826359966434,0.675,0.6597826359966434,0.0,0.4948369769974826,0.8957404841509328
20340,14,3.0,0.0,0.7934018750582246,0.675,0.7934018750582246,0.0,0.5950514062936685,0.862276578843416
20400,14,4.0,0.0,0.7703185619907114,0.675,0.7703185619907114,0.0,0.5777389214930335,0.9012788993701432
20460,14,5.0,0.0,0.5407520866374539,0.675,0.5407520866374539,0.0,0.4055640649780904,0.6812592084504354
20520,14,6.0,0.0,0.6567839668320672,0.675,0.6567839668320672,0.0,0.4925879751240504,0.9393784652152375
20580,14,7.0,0.5603223771533916,0.6808783693906231,0.675,0.12055599223723146,0.0,0.09041699417792359,0.5670161158878841
20640,14,8.0,0.7522680820166698,0.5445515795092806,0.8720571766582279,0.0,0.0,0.0,0.699092767193332
20700,14,9.0,0.0,0.7019532550775461,0.675,0.5150084028208958,0.0,0.38625630211567186,0.865128955569252
20760,14,10.0,0.0,0.678007598510355,0.675,0.678007598510355,0.0,0.5085056988827662,0.6637064222534232
