time_min,day,hour,solar_gen_kw,load_kw,battery_soc_kwh,grid_import_kw,grid_export_kw,cost_cents,cloud_cover
0,0,0.0,0.0,0.7193216338492002,0.0,0.7193216338492002,0.0,0.5394912253869002,0.94105065152123
60,0,1.0,0.0,0.757809792512881,0.0,0.757809792512881,0.0,0.5683573443846608,0.8691955673467835
120,0,2.0,0.0,0.7794903327931453,0.0,0.7794903327931453,0.0,0.584617749594859,0.8394223178383705
180,0,3.0,0.0,0.5911372524355762,0.0,0.5911372524355762,0.0,0.4433529393266822,0.8208482848650138
240,0,4.0,0.0,0.7718607020337889,0.0,0.7718607020337889,0.0,0.5788955265253417,0.6065391403504204
300,0,5.0,0.0,0.759056909859363,0.0,0.759056909859363,0.0,0.5692926823945222,0.8610285407733426
360,0,6.0,0.0,0.6782387904987826,0.0,0.6782387904987826,0.0,0.508679092874087,0.6660676890296561
420,0,7.0,1.1444039843402025,0.6127700612187388,0.5043522235424035,0.0,0.0,0.0,0.11567250865415027
480,0,8.0,0.29129470176762395,0.6248172459859499,0.5043522235424035,0.33352254421832594,0.0,0.2501419081637445,0.8834821192929504
540,0,9.0,0.34665963693576635,0.6021024605107964,0.5043522235424035,0.25544282357503006,0.0,0.19158211768127253,0.9019498479836212
600,0,10.0,4.0,0.7481837171551587,3.5892960194060097,0.0,0.0,0.0,0.03053587546706467
660,0,11.0,4.0,0.5281893736441016,6.882944774624143,0.0,0.0,0.0,0.019431240085016867
720,0,12.0,0.21557314997626142,0.6261188256322565,6.450191635088914,0.0,0.0,0.0,0.9568853700047477
780,0,13.0,1.8128752349136998,0.5934204475435436,7.607068024594722,0.0,0.0,0.0,0.6246346902477026
840,0,14.0,2.1716906622106107,0.76059537611311,8.945750554473232,0.0,0.0,0.0,0.498469524630443
900,0,15.0,0.49353080712833597,0.5476038586603197,8.888752553514324,0.0,0.0,0.0,0.8604084078220334
960,0,16.0,0.05567841141878947,0.5200085359083538,8.399305626975474,0.0,0.0,0.0,0.9777286354324842
1020,0,17.0,0.25855775164898487,0.7207824851523749,7.912077977397123,0.0,0.0,0.0,0.8002019120760087
1080,0,18.0,7.493987541413707e-17,2.3423694797318833,5.443003751525001,0.0,0.0,0.0,0.8776138957513087
1140,0,19.0,0.0,2.7212239142726964,2.5745818873848343,0.0,0.0,0.0,0.9061774179504893
1200,0,20.0,0.0,3.188059894944984,0.675,1.3859582851037198,0.0,1.0394687138277898,0.8158898887382101
1260,0,21.0,0.0,1.9367803957634742,0.675,1.9367803957634742,0.0,1.4525852968226056,0.8362104596627729
1320,0,22.0,0.0,0.6870445746362686,0.675,0.6870445746362686,0.0,0.5152834309772014,0.7215729526079032
1380,0,23.0,0.0,0.6132992811139619,0.675,0.6132992811139619,0.0,0.45997446083547144,0.5589722695917195
1440,1,0.0,0.0,0.5108807117132725,0.675,0.5108807117132725,0.0,0.3831605337849544,0.8171011528554151
1500,1,1.0,0.0,0.5070380135400138,0.675,0.5070380135400138,0.0,0.38027851015501035,0.8038531898964975
1560,1,2.0,0.0,0.7716444373644448,0.675,0.7716444373644448,0.0,0.5787333280233335,0.5379360550518621
1620,1,3.0,0.0,0.6998684106709071,0.675,0.6998684106709071,0.0,0.5249013080031804,0.003598958470903413
1680,1,4.0,0.0,0.6602049471097313,0.675,0.6602049471097313,0.0,0.4951537103322985,0.9041410106955299
1740,1,5.0,0.0,0.6353771386691235,0.675,0.6353771386691235,0.0,0.47653285400184264,0.6230884301346142
1800,1,6.0,0.0,0.7445673461595707,0.675,0.7445673461595707,0.0,0.558425509619678,0.9806575211743124
1860,1,7.0,0.8028385780387339,0.6389141524753112,0.8305123646745438,0.0,0.0,0.0,0.3796139865049561
1920,1,8.0,0.778111228401978,0.7946609900302315,0.8130673841818312,0.0,0.0,0.0,0.6887555086392088
1980,1,9.0,0.5431773551265022,0.5209331707931971,0.8341700703375947,0.0,0.0,0.0,0.8463662435212307
2040,1,10.0,0.07745896436501555,0.7133885340421142,0.675,0.48492758239829714,0.0,0.3636956867987229,0.9821116184290835
2100,1,11.0,0.16665553222914348,0.6571035809527408,0.675,0.4904480487235973,0.0,0.367836036542698,0.9654930994299206
2160,1,12.0,0.9668710920347068,0.6501804416222765,0.9754391306950267,0.0,0.0,0.0,0.8066257815930586
2220,1,13.0,1.1427448595460223,0.5112351877601625,1.5745418088756336,0.0,0.0,0.0,0.7633886933251874
2280,1,14.0,2.080363500436824,0.5798004249993247,2.9981009362145024,0.0,0.0,0.0,0.519560629204211
2340,1,15.0,1.397914420447217,0.6689963896345527,3.6896132976943465,0.0,0.0,0.0,0.6046100935133242
2400,1,16.0,1.861349591364877,0.506779382872513,4.974671430527854,0.0,0.0,0.0,0.25546016345404976
2460,1,17.0,0.9413295133886826,0.6029251776148636,5.295709971864354,0.0,0.0,0.0,0.2725964095758008
